infinitive_latin,frequency,infinitive_latin_norm
збуњивати,29,zbunjivati
čuditi,29,čuditi
sačekati,29,sačekati
radovati,29,radovati
odjekivati,29,odjekivati
buditi,29,buditi
razgledati,29,razgledati
zagrliti,29,zagrliti
vršiti,29,vršiti
predstaviti,29,predstaviti
stupiti,29,stupiti
додавати,29,dodavati
preneti,29,preneti
raširiti,29,raširiti
štaviše,29,štaviše
прекрстити,28,prekrstiti
свечано,28,svečano
љутито,28,ljutito
непосредно,28,neposredno
разићи,28,razići
дохватити,28,dohvatiti
обесити,28,obesiti
доказати,28,dokazati
пропасти,28,propasti
увести,28,uvesti
саветовати,28,savetovati
искористити,28,iskoristiti
умешати,28,umešati
боравити,28,boraviti
наређивати,28,naređivati
преклињати,28,preklinjati
измислити,28,izmisliti
поигравати,28,poigravati
послушати,28,poslušati
издвојити,28,izdvojiti
napolje,28,napolje
udaljiti,28,udaljiti
zapevati,28,zapevati
ispostaviti,28,ispostaviti
dobijati,28,dobijati
hvatati,28,hvatati
uvući,28,uvući
ustajati,28,ustajati
odlučno,28,odlučno
stanovati,28,stanovati
završavati,28,završavati
radosno,28,radosno
deliti,28,deliti
свршавати,28,svršavati
синоћ,28,sinoć
привлачити,28,privlačiti
наслућивати,28,naslućivati
сјати,28,sjati
уништити,28,uništiti
отада,28,otada
tvrditi,28,tvrditi
rado,28,rado
napiti,28,napiti
izazvati,28,izazvati
proveriti,28,proveriti
озбиљно,27,ozbiljno
подсећати,27,podsećati
истицати,27,isticati
отети,27,oteti
лутати,27,lutati
тргнути,27,trgnuti
постављати,27,postavljati
разгледати,27,razgledati
напоље,27,napolje
утонути,27,utonuti
вадити,27,vaditi
дозивати,27,dozivati
огласити,27,oglasiti
задржавати,27,zadržavati
сумњати,27,sumnjati
чврсто,27,čvrsto
тонути,27,tonuti
primati,27,primati
svejedno,27,svejedno
slagati,27,slagati
ostavljati,27,ostavljati
patiti,27,patiti
valjda,27,valjda
izabrati,27,izabrati
naglo,27,naglo
ponašati,27,ponašati
steći,27,steći
naljutiti,27,naljutiti
uzviknuti,27,uzviknuti
braniti,27,braniti
развити,27,razviti
подносити,27,podnositi
праштати,27,praštati
postavljati,27,postavljati
izbiti,27,izbiti
obesiti,27,obesiti
propustiti,27,propustiti
širiti,27,širiti
uzvikivati,27,uzvikivati
svetlucati,27,svetlucati
privući,27,privući
kratko,27,kratko
превести,26,prevesti
испоставити,26,ispostaviti
уписати,26,upisati
запевати,26,zapevati
недавно,26,nedavno
брисати,26,brisati
вирити,26,viriti
ловити,26,loviti
становати,26,stanovati
одмицати,26,odmicati
пунити,26,puniti
нестрпљиво,26,nestrpljivo
склонити,26,skloniti
патити,26,patiti
хладно,26,hladno
кружити,26,kružiti
претити,26,pretiti
порасти,26,porasti
oprezno,26,oprezno
hodati,26,hodati
gasiti,26,gasiti
bežati,26,bežati
oženiti,26,oženiti
uzdahnuti,26,uzdahnuti
skupljati,26,skupljati
сједити,26,sjediti
pojesti,26,pojesti
умиривати,26,umirivati
следити,26,slediti
šapnuti,26,šapnuti
odbaciti,26,odbaciti
uistinu,26,uistinu
nigde,26,nigde
pokriti,26,pokriti
izjaviti,26,izjaviti
zdravo,26,zdravo
predstavljati,26,predstavljati
zaurlati,26,zaurlati
zameniti,26,zameniti
упасти,25,upasti
трпети,25,trpeti
помолити,25,pomoliti
пресећи,25,preseći
осмехнути,25,osmehnuti
изражавати,25,izražavati
износити,25,iznositi
пењати,25,penjati
радосно,25,radosno
легнути,25,legnuti
навалити,25,navaliti
грчевито,25,grčevito
шкрипати,25,škripati
престајати,25,prestajati
селити,25,seliti
мало-помало,25,malo-pomalo
срећно,25,srećno
жао,25,žao
обарати,25,obarati
додиривати,25,dodirivati
спречити,25,sprečiti
пливати,25,plivati
мицати,25,micati
савршено,25,savršeno
означавати,25,označavati
probijati,25,probijati
prijeći,25,prijeći
šetati,25,šetati
goreti,25,goreti
urlati,25,urlati
odvajati,25,odvajati
trljati,25,trljati
porazgovarati,25,porazgovarati
sijati,25,sijati
otvoreno,25,otvoreno
donositi,25,donositi
zvučiti,25,zvučiti
teći,25,teći
ućutati,25,ućutati
споља,25,spolja
заповедити,25,zapovediti
смењивати,25,smenjivati
природно,25,prirodno
стицати,25,sticati
odnosno,25,odnosno
mešati,25,mešati
obaviti,25,obaviti
drago,25,drago
izuzetno,25,izuzetno
zavladati,25,zavladati
zaprepastiti,25,zaprepastiti
подрхтавати,24,podrhtavati
осванути,24,osvanuti
приказати,24,prikazati
пробити,24,probiti
доводити,24,dovoditi
маштати,24,maštati
задовољити,24,zadovoljiti
допрети,24,dopreti
покренути,24,pokrenuti
завладати,24,zavladati
обузети,24,obuzeti
углавном,24,uglavnom
узнемирити,24,uznemiriti
лагати,24,lagati
трагати,24,tragati
задрхтати,24,zadrhtati
утолико,24,utoliko
пробијати,24,probijati
украсти,24,ukrasti
одмахивати,24,odmahivati
недостајати,24,nedostajati
радо,24,rado
топити,24,topiti
удаљити,24,udaljiti
сванути,24,svanuti
прати,24,prati
заменити,24,zameniti
зими,24,zimi
поштовати,24,poštovati
савладати,24,savladati
pritisnuti,24,pritisnuti
zaboravljati,24,zaboravljati
desno,24,desno
uveravati,24,uveravati
pamtiti,24,pamtiti
unapred,24,unapred
oterati,24,oterati
opraštati,24,opraštati
zatražiti,24,zatražiti
ćutjeti,24,ćutjeti
nastupiti,24,nastupiti
poznati,24,poznati
podneti,24,podneti
неговати,24,negovati
увиђати,24,uviđati
казнити,24,kazniti
dovoljno,24,dovoljno
zadrhtati,24,zadrhtati
zapisati,24,zapisati
savetovati,24,savetovati
nimalo,24,nimalo
preseći,24,preseći
obradovati,24,obradovati
progunđati,24,progunđati
predavati,24,predavati
dograbiti,24,dograbiti
нимало,23,nimalo
наслонити,23,nasloniti
одазвати,23,odazvati
померити,23,pomeriti
предвидети,23,predvideti
грејати,23,grejati
донекле,23,donekle
женити,23,ženiti
допутовати,23,doputovati
прогутати,23,progutati
пуно,23,puno
поразговарати,23,porazgovarati
вртети,23,vrteti
отприлике,23,otprilike
полетети,23,poleteti
посетити,23,posetiti
пристајати,23,pristajati
благо,23,blago
досад,23,dosad
запитати,23,zapitati
дирати,23,dirati
допуштати,23,dopuštati
мировати,23,mirovati
јавно,23,javno
ратовати,23,ratovati
присилити,23,prisiliti
сахрањивати,23,sahranjivati
обећавати,23,obećavati
померати,23,pomerati
нешто,23,nešto
levo,23,levo
popraviti,23,popraviti
zamahnuti,23,zamahnuti
boliti,23,boliti
dosađivati,23,dosađivati
javljati,23,javljati
uzalud,23,uzalud
prosto,23,prosto
uživati,23,uživati
iskreno,23,iskreno
dvaput,23,dvaput
podnositi,23,podnositi
davno,23,davno
nervozno,23,nervozno
pripadati,23,pripadati
izjutra,23,izjutra
duvati,23,duvati
izdržati,23,izdržati
занети,23,zaneti
оживети,23,oživeti
дочекивати,23,dočekivati
овдје,23,ovdje
напасти,23,napasti
гдје,23,gdje
малко,23,malko
понајвише,23,ponajviše
искупити,23,iskupiti
отуда,23,otuda
наводити,23,navoditi
delovati,23,delovati
tresti,23,tresti
opisati,23,opisati
ponuditi,23,ponuditi
ubijati,23,ubijati
oštro,23,oštro
uporno,23,uporno
prevariti,23,prevariti
učtivo,23,učtivo
viriti,23,viriti
obrisati,23,obrisati
odjeknuti,23,odjeknuti
dobaciti,23,dobaciti
лизати,22,lizati
пропустити,22,propustiti
клањати,22,klanjati
покривати,22,pokrivati
марити,22,mariti
свиђати,22,sviđati
запрепастити,22,zaprepastiti
наумити,22,naumiti
изнутра,22,iznutra
узвикнути,22,uzviknuti
скакати,22,skakati
повратити,22,povratiti
красти,22,krasti
предузети,22,preduzeti
прегледати,22,pregledati
ослушкивати,22,osluškivati
чудно,22,čudno
сретати,22,sretati
препустити,22,prepustiti
излагати,22,izlagati
ресити,22,resiti
одморити,22,odmoriti
погађати,22,pogađati
снаћи,22,snaći
растати,22,rastati
ценити,22,ceniti
подигнути,22,podignuti
одвајати,22,odvajati
navići,22,navići
nekuda,22,nekuda
noćas,22,noćas
osluškivati,22,osluškivati
provoditi,22,provoditi
izražavati,22,izražavati
proživeti,22,proživeti
prodati,22,prodati
gaziti,22,gaziti
dogovoriti,22,dogovoriti
pretvarati,22,pretvarati
šaptati,22,šaptati
проширити,22,proširiti
зидати,22,zidati
погинути,22,poginuti
страховито,22,strahovito
умотати,22,umotati
успут,22,usput
заправо,22,zapravo
osuditi,22,osuditi
umiriti,22,umiriti
skrenuti,22,skrenuti
pripremati,22,pripremati
zavući,22,zavući
zapaziti,22,zapaziti
umešati,22,umešati
zazvoniti,22,zazvoniti
presijavati,22,presijavati
zbunjeno,22,zbunjeno
саслушати,21,saslušati
одлетети,21,odleteti
постићи,21,postići
намерно,21,namerno
искључиво,21,isključivo
заплакати,21,zaplakati
извлачити,21,izvlačiti
одлично,21,odlično
загрлити,21,zagrliti
испустити,21,ispustiti
увући,21,uvući
увидети,21,uvideti
друкчије,21,drukčije
смешити,21,smešiti
таман,21,taman
упућивати,21,upućivati
љубазно,21,ljubazno
псовати,21,psovati
дерати,21,derati
натерати,21,naterati
гушити,21,gušiti
одиграти,21,odigrati
прибрати,21,pribrati
довршити,21,dovršiti
повикати,21,povikati
varati,21,varati
naleteti,21,naleteti
sačuvati,21,sačuvati
ukazati,21,ukazati
hraniti,21,hraniti
poneti,21,poneti
nastavljati,21,nastavljati
polaziti,21,polaziti
sviđati,21,sviđati
kleti,21,kleti
nestrpljivo,21,nestrpljivo
ozbiljno,21,ozbiljno
vrtjeti,21,vrtjeti
uplašiti,21,uplašiti
nasloniti,21,nasloniti
nečujno,21,nečujno
obećavati,21,obećavati
skloniti,21,skloniti
окруживати,21,okruživati
тешити,21,tešiti
isključiti,21,isključiti
silaziti,21,silaziti
odozgo,21,odozgo
namrštiti,21,namrštiti
vešto,21,vešto
izvlačiti,21,izvlačiti
žmirkati,21,žmirkati
nazvati,21,nazvati
izraziti,21,izraziti
muvati,21,muvati
podmetnuti,21,podmetnuti
истовремено,20,istovremeno
разилазити,20,razilaziti
клатити,20,klatiti
запазити,20,zapaziti
скупити,20,skupiti
испадати,20,ispadati
полагати,20,polagati
упалити,20,upaliti
израдити,20,izraditi
јурнути,20,jurnuti
отегнути,20,otegnuti
мрмљати,20,mrmljati
шчепати,20,ščepati
сејати,20,sejati
обрадовати,20,obradovati
кидати,20,kidati
зарадити,20,zaraditi
грлити,20,grliti
трести,20,tresti
претећи,20,preteći
заћутати,20,zaćutati
исплатити,20,isplatiti
развијати,20,razvijati
ситно,20,sitno
унутра,20,unutra
састављати,20,sastavljati
освојити,20,osvojiti
обавестити,20,obavestiti
свеједно,20,svejedno
склапати,20,sklapati
појављивати,20,pojavljivati
камоли,20,kamoli
подаље,20,podalje
гинути,20,ginuti
psovati,20,psovati
priznavati,20,priznavati
raniti,20,raniti
ploviti,20,ploviti
neprekidno,20,neprekidno
nemoguće,20,nemoguće
odatle,20,odatle
zapitati,20,zapitati
nekad,20,nekad
drhtati,20,drhtati
danju,20,danju
odnekud,20,odnekud
umoriti,20,umoriti
ubediti,20,ubediti
sinoć,20,sinoć
snažno,20,snažno
сакупљати,20,sakupljati
увијек,20,uvijek
тумачити,20,tumačiti
испети,20,ispeti
ispiti,20,ispiti
отворено,20,otvoreno
прикривати,20,prikrivati
растурити,20,rasturiti
подједнако,20,podjednako
одати,20,odati
стрепити,20,strepiti
вредети,20,vredeti
ранити,20,raniti
iznenaditi,20,iznenaditi
pregledati,20,pregledati
šaliti,20,šaliti
saopštiti,20,saopštiti
vrediti,20,vrediti
smisliti,20,smisliti
gorko,20,gorko
izleteti,20,izleteti
dopuštati,20,dopuštati
uznemireno,20,uznemireno
pridružiti,20,pridružiti
ispraviti,20,ispraviti
pristajati,20,pristajati
дувати,19,duvati
честитати,19,čestitati
забранити,19,zabraniti
искочити,19,iskočiti
располагати,19,raspolagati
помирити,19,pomiriti
узгред,19,uzgred
поручити,19,poručiti
планути,19,planuti
одобравати,19,odobravati
