type,verb,frequency,prefix,base_verb,derivatives_count
BASE,liviti,1,,liviti,2
DERIVATIVE,izliviti,2,iz,liviti,
DERIVATIVE,saliviti,2,sa,liviti,
BASE,tajiti,1,,tajiti,2
DERIVATIVE,zatajiti,2,za,tajiti,
DERIVATIVE,utajiti,1,u,tajiti,
BASE,verati,1,,verati,2
DERIVATIVE,uzverati,1,uz,verati,
DERIVATIVE,proverati,1,pro,verati,
BASE,ratiti,1,,ratiti,2
DERIVATIVE,vratiti,691,v,ratiti,
DERIVATIVE,zaratiti,1,za,ratiti,
BASE,lijepiti,1,,lijepiti,2
DERIVATIVE,zalijepiti,6,za,lijepiti,
DERIVATIVE,nalijepiti,1,na,lijepiti,
BASE,najati,1,,najati,2
DERIVATIVE,iznajati,9,iz,najati,
DERIVATIVE,unajati,2,u,najati,
BASE,strašiti,1,,strašiti,2
DERIVATIVE,zastrašiti,7,za,strašiti,
DERIVATIVE,prestrašiti,1,pre,strašiti,
BASE,jediti,1,,jediti,2
DERIVATIVE,sjediti,16,s,jediti,
DERIVATIVE,objediti,1,ob,jediti,
BASE,grebati,1,,grebati,2
DERIVATIVE,izgrebati,1,iz,grebati,
DERIVATIVE,ogrebati,1,o,grebati,
BASE,besneti,1,,besneti,2
DERIVATIVE,pobesneti,1,po,besneti,
DERIVATIVE,razbesneti,1,raz,besneti,
BASE,stav,1,,stav,2
DERIVATIVE,sustav,7,su,stav,
DERIVATIVE,podstav,1,pod,stav,
BASE,šarati,1,,šarati,2
DERIVATIVE,sušarati,1,su,šarati,
DERIVATIVE,prošarati,1,pro,šarati,
BASE,podnevati,1,,podnevati,2
DERIVATIVE,prepodnevati,1,pre,podnevati,
DERIVATIVE,popodnevati,1,po,podnevati,
BASE,mamiti,1,,mamiti,2
DERIVATIVE,izmamiti,6,iz,mamiti,
DERIVATIVE,primamiti,1,pri,mamiti,
BASE,buti,1,,buti,2
DERIVATIVE,obuti,6,o,buti,
DERIVATIVE,podbuti,1,pod,buti,
BASE,milovati,1,,milovati,2
DERIVATIVE,pomilovati,2,po,milovati,
DERIVATIVE,smilovati,1,s,milovati,
BASE,blažiti,1,,blažiti,2
DERIVATIVE,ublažiti,37,u,blažiti,
DERIVATIVE,razblažiti,3,raz,blažiti,
BASE,tkati,1,,tkati,2
DERIVATIVE,utkati,4,u,tkati,
DERIVATIVE,satkati,1,sa,tkati,
BASE,vidjati,1,,vidjati,2
DERIVATIVE,predvidjati,4,pred,vidjati,
DERIVATIVE,svidjati,1,s,vidjati,
BASE,lupati,1,,lupati,2
DERIVATIVE,nalupati,1,na,lupati,
DERIVATIVE,izlupati,1,iz,lupati,
BASE,trovati,1,,trovati,2
DERIVATIVE,otrovati,2,o,trovati,
DERIVATIVE,zatrovati,1,za,trovati,
BASE,gaditi,1,,gaditi,2
DERIVATIVE,zagaditi,6,za,gaditi,
DERIVATIVE,ogaditi,1,o,gaditi,
BASE,boti,1,,boti,2
DERIVATIVE,oboti,3,o,boti,
DERIVATIVE,zaboti,2,za,boti,
BASE,trebati,4679,,trebati,1
DERIVATIVE,zatrebati,24,za,trebati,
BASE,koristiti,3908,,koristiti,1
DERIVATIVE,okoristiti,2,o,koristiti,
BASE,učestvovati,1674,,učestvovati,1
DERIVATIVE,saučestvovati,6,sa,učestvovati,
BASE,dodati,893,,dodati,1
DERIVATIVE,pridodati,13,pri,dodati,
BASE,razgovarati,835,,razgovarati,1
DERIVATIVE,porazgovarati,22,po,razgovarati,
BASE,dobijati,738,,dobijati,1
DERIVATIVE,pridobijati,3,pri,dobijati,
BASE,verovati,644,,verovati,1
DERIVATIVE,poverovati,10,po,verovati,
BASE,dovesti,638,,dovesti,1
DERIVATIVE,odovesti,1,o,dovesti,
BASE,uživati,624,,uživati,1
DERIVATIVE,nauživati,1,na,uživati,
BASE,donositi,601,,donositi,1
DERIVATIVE,pridonositi,11,pri,donositi,
BASE,pozivati,592,,pozivati,1
DERIVATIVE,opozivati,4,o,pozivati,
BASE,otkriti,563,,otkriti,1
DERIVATIVE,razotkriti,9,raz,otkriti,
BASE,isticati,482,,isticati,1
DERIVATIVE,proisticati,42,pro,isticati,
BASE,menjati,440,,menjati,1
DERIVATIVE,primenjati,1,pri,menjati,
BASE,ostaviti,419,,ostaviti,1
DERIVATIVE,izostaviti,10,iz,ostaviti,
BASE,delovati,416,,delovati,1
DERIVATIVE,sudelovati,3,su,delovati,
BASE,nadati,386,,nadati,1
DERIVATIVE,ponadati,2,po,nadati,
BASE,pripremiti,358,,pripremiti,1
DERIVATIVE,pripripremiti,1,pri,pripremiti,
BASE,boraviti,346,,boraviti,1
DERIVATIVE,zaboraviti,214,za,boraviti,
BASE,izaći,334,,izaći,1
DERIVATIVE,proizaći,26,pro,izaći,
BASE,pozvati,326,,pozvati,1
DERIVATIVE,opozvati,7,o,pozvati,
BASE,poručiti,319,,poručiti,1
DERIVATIVE,preporučiti,82,pre,poručiti,
BASE,funkcionisati,287,,funkcionisati,1
DERIVATIVE,profunkcionisati,3,pro,funkcionisati,
BASE,okupiti,283,,okupiti,1
DERIVATIVE,zaokupiti,3,za,okupiti,
BASE,analizirati,283,,analizirati,1
DERIVATIVE,proanalizirati,1,pro,analizirati,
BASE,provesti,278,,provesti,1
DERIVATIVE,sprovesti,398,s,provesti,
BASE,izvoditi,261,,izvoditi,1
DERIVATIVE,proizvoditi,378,pro,izvoditi,
BASE,garantovati,259,,garantovati,1
DERIVATIVE,zagarantovati,1,za,garantovati,
BASE,prodavati,259,,prodavati,1
DERIVATIVE,rasprodavati,2,ras,prodavati,
BASE,rešiti,259,,rešiti,1
DERIVATIVE,razrešiti,26,raz,rešiti,
BASE,štititi,250,,štititi,1
DERIVATIVE,zaštititi,159,za,štititi,
BASE,uvesti,248,,uvesti,1
DERIVATIVE,zauvesti,6,za,uvesti,
BASE,truditi,240,,truditi,1
DERIVATIVE,potruditi,70,po,truditi,
BASE,reagovati,236,,reagovati,1
DERIVATIVE,odreagovati,3,od,reagovati,
BASE,preći,233,,preći,1
DERIVATIVE,upreći,1,u,preći,
BASE,dodavati,226,,dodavati,1
DERIVATIVE,pridodavati,1,pri,dodavati,
BASE,izlaziti,210,,izlaziti,1
DERIVATIVE,proizlaziti,37,pro,izlaziti,
BASE,javljati,199,,javljati,1
DERIVATIVE,prijavljati,1,pri,javljati,
BASE,izvesti,196,,izvesti,1
DERIVATIVE,proizvesti,132,pro,izvesti,
BASE,okupljati,190,,okupljati,1
DERIVATIVE,zaokupljati,7,za,okupljati,
BASE,kontrolisati,185,,kontrolisati,1
DERIVATIVE,prekontrolisati,1,pre,kontrolisati,
BASE,rešavati,175,,rešavati,1
DERIVATIVE,razrešavati,11,raz,rešavati,
BASE,napredovati,174,,napredovati,1
DERIVATIVE,uznapredovati,2,uz,napredovati,
BASE,plaćati,174,,plaćati,1
DERIVATIVE,rasplaćati,1,ras,plaćati,
BASE,svedočiti,170,,svedočiti,1
DERIVATIVE,posvedočiti,9,po,svedočiti,
BASE,težiti,170,,težiti,1
DERIVATIVE,stežiti,2,s,težiti,
BASE,obići,170,,obići,1
DERIVATIVE,zaobići,38,za,obići,
BASE,provoditi,169,,provoditi,1
DERIVATIVE,sprovoditi,734,s,provoditi,
BASE,otkrivati,169,,otkrivati,1
DERIVATIVE,razotkrivati,13,raz,otkrivati,
BASE,kupovati,165,,kupovati,1
DERIVATIVE,pokupovati,1,po,kupovati,
BASE,širiti,163,,širiti,1
DERIVATIVE,proširiti,220,pro,širiti,
BASE,ostavljati,156,,ostavljati,1
DERIVATIVE,izostavljati,5,iz,ostavljati,
BASE,složiti,148,,složiti,1
DERIVATIVE,posložiti,2,po,složiti,
BASE,slati,134,,slati,1
DERIVATIVE,poslati,422,po,slati,
BASE,snimiti,132,,snimiti,1
DERIVATIVE,usnimiti,1,u,snimiti,
BASE,opisivati,131,,opisivati,1
DERIVATIVE,propisivati,87,pr,opisivati,
BASE,studirati,131,,studirati,1
DERIVATIVE,prostudirati,2,pro,studirati,
BASE,savetovati,129,,savetovati,1
DERIVATIVE,posavetovati,13,po,savetovati,
BASE,ponašati,126,,ponašati,1
DERIVATIVE,oponašati,10,o,ponašati,
BASE,dominirati,125,,dominirati,1
DERIVATIVE,predominirati,1,pre,dominirati,
BASE,urediti,124,,urediti,1
DERIVATIVE,preurediti,9,pre,urediti,
BASE,karakterisati,124,,karakterisati,1
DERIVATIVE,okarakterisati,15,o,karakterisati,
BASE,vjerovati,122,,vjerovati,1
DERIVATIVE,povjerovati,4,po,vjerovati,
BASE,slaviti,118,,slaviti,1
DERIVATIVE,proslaviti,92,pro,slaviti,
BASE,spajati,114,,spajati,1
DERIVATIVE,odspajati,1,od,spajati,
BASE,uveriti,113,,uveriti,1
DERIVATIVE,razuveriti,1,raz,uveriti,
BASE,diskutovati,112,,diskutovati,1
DERIVATIVE,prodiskutovati,4,pro,diskutovati,
BASE,ocenjivati,111,,ocenjivati,1
DERIVATIVE,procenjivati,124,pr,ocenjivati,
BASE,imenovati,102,,imenovati,1
DERIVATIVE,preimenovati,8,pre,imenovati,
BASE,usmeriti,101,,usmeriti,1
DERIVATIVE,preusmeriti,21,pre,usmeriti,
BASE,obraćati,94,,obraćati,1
DERIVATIVE,saobraćati,25,sa,obraćati,
BASE,oblikovati,93,,oblikovati,1
DERIVATIVE,preoblikovati,7,pre,oblikovati,
BASE,osjećati,92,,osjećati,1
DERIVATIVE,suosjećati,2,su,osjećati,
BASE,ispitati,92,,ispitati,1
DERIVATIVE,preispitati,50,pre,ispitati,
BASE,bazirati,91,,bazirati,1
DERIVATIVE,obazirati,2,o,bazirati,
BASE,zauzeti,91,,zauzeti,1
DERIVATIVE,prezauzeti,1,pre,zauzeti,
BASE,saglasiti,90,,saglasiti,1
DERIVATIVE,usaglasiti,26,u,saglasiti,
BASE,pretiti,90,,pretiti,1
DERIVATIVE,zapretiti,10,za,pretiti,
BASE,pozoviti,89,,pozoviti,1
DERIVATIVE,opozoviti,3,o,pozoviti,
BASE,blokirati,88,,blokirati,1
DERIVATIVE,odblokirati,1,od,blokirati,
BASE,nestati,88,,nestati,1
DERIVATIVE,ponestati,5,po,nestati,
BASE,osuđivati,84,,osuđivati,1
DERIVATIVE,prosuđivati,4,pr,osuđivati,
BASE,okrenuti,80,,okrenuti,1
DERIVATIVE,preokrenuti,13,pre,okrenuti,
BASE,iditi,80,,iditi,1
DERIVATIVE,viditi,255,v,iditi,
BASE,parkirati,78,,parkirati,1
DERIVATIVE,uparkirati,1,u,parkirati,
BASE,spojiti,75,,spojiti,1
DERIVATIVE,odspojiti,5,od,spojiti,
BASE,usmeravati,75,,usmeravati,1
DERIVATIVE,preusmeravati,11,pre,usmeravati,
BASE,tumačiti,73,,tumačiti,1
DERIVATIVE,protumačiti,11,pro,tumačiti,
BASE,uočiti,73,,uočiti,1
DERIVATIVE,suočiti,130,s,uočiti,
BASE,podijeliti,67,,podijeliti,1
DERIVATIVE,raspodijeliti,1,ras,podijeliti,
BASE,ignorisati,67,,ignorisati,1
DERIVATIVE,izignorisati,1,iz,ignorisati,
BASE,spustiti,66,,spustiti,1
DERIVATIVE,dospustiti,1,do,spustiti,
BASE,trenirati,61,,trenirati,1
DERIVATIVE,utrenirati,1,u,trenirati,
BASE,sumnjati,61,,sumnjati,1
DERIVATIVE,posumnjati,12,po,sumnjati,
BASE,ispitovati,57,,ispitovati,1
DERIVATIVE,preispitovati,18,pre,ispitovati,
BASE,spasti,57,,spasti,1
DERIVATIVE,zaspasti,1,za,spasti,
BASE,nestajati,56,,nestajati,1
DERIVATIVE,ponestajati,5,po,nestajati,
BASE,okretati,54,,okretati,1
DERIVATIVE,zaokretati,2,za,okretati,
BASE,zatvarati,54,,zatvarati,1
DERIVATIVE,pozatvarati,1,po,zatvarati,
BASE,polagati,53,,polagati,1
DERIVATIVE,raspolagati,220,ras,polagati,
BASE,ubijati,51,,ubijati,1
DERIVATIVE,poubijati,1,po,ubijati,
BASE,tragati,50,,tragati,1
DERIVATIVE,potragati,2,po,tragati,
BASE,željeti,50,,željeti,1
DERIVATIVE,poželjeti,5,po,željeti,
BASE,isteći,49,,isteći,1
DERIVATIVE,proisteći,20,pro,isteći,
BASE,pati,49,,pati,1
DERIVATIVE,spati,12,s,pati,
BASE,djelovati,48,,djelovati,1
DERIVATIVE,sudjelovati,22,su,djelovati,
BASE,bojati,48,,bojati,1
DERIVATIVE,obojati,9,o,bojati,
BASE,komentarisati,48,,komentarisati,1
DERIVATIVE,prokomentarisati,16,pro,komentarisati,
BASE,haliti,46,,haliti,1
DERIVATIVE,zahaliti,1,za,haliti,
BASE,ideti,44,,ideti,1
DERIVATIVE,videti,1518,v,ideti,
BASE,vežbati,44,,vežbati,1
DERIVATIVE,navežbati,1,na,vežbati,
BASE,štampati,44,,štampati,1
DERIVATIVE,odštampati,7,od,štampati,
BASE,dopuniti,44,,dopuniti,1
DERIVATIVE,nadopuniti,2,na,dopuniti,
BASE,interesovati,42,,interesovati,1
DERIVATIVE,zainteresovati,16,za,interesovati,
BASE,strujati,40,,strujati,1
DERIVATIVE,prostrujati,3,pro,strujati,
BASE,bacati,40,,bacati,1
DERIVATIVE,pobacati,2,po,bacati,
BASE,bežati,40,,bežati,1
DERIVATIVE,razbežati,1,raz,bežati,
BASE,temeljati,39,,temeljati,1
DERIVATIVE,utemeljati,4,u,temeljati,
BASE,svežiti,39,,svežiti,1
DERIVATIVE,osvežiti,24,o,svežiti,
BASE,okruživati,37,,okruživati,1
DERIVATIVE,zaokruživati,15,za,okruživati,
BASE,donijeti,36,,donijeti,1
DERIVATIVE,pridonijeti,13,pri,donijeti,
BASE,rečiti,36,,rečiti,1
DERIVATIVE,protivrečiti,1,protiv,rečiti,
BASE,valjati,36,,valjati,1
DERIVATIVE,uvaljati,1,u,valjati,
BASE,pozovesti,35,,pozovesti,1
DERIVATIVE,opozovesti,7,o,pozovesti,
BASE,ustati,35,,ustati,1
DERIVATIVE,odustati,109,od,ustati,
BASE,svjedočiti,34,,svjedočiti,1
DERIVATIVE,posvjedočiti,2,po,svjedočiti,
BASE,peći,34,,peći,1
DERIVATIVE,zapeći,2,za,peći,
BASE,mučiti,33,,mučiti,1
DERIVATIVE,pomučiti,2,po,mučiti,
BASE,cena,33,,cena,1
DERIVATIVE,ocena,1,o,cena,
BASE,upitati,33,,upitati,1
DERIVATIVE,priupitati,1,pri,upitati,
BASE,tužiti,33,,tužiti,1
DERIVATIVE,rastužiti,1,ras,tužiti,
BASE,zabaviti,32,,zabaviti,1
DERIVATIVE,pozabaviti,37,po,zabaviti,
BASE,formulisati,32,,formulisati,1
DERIVATIVE,preformulisati,2,pre,formulisati,
BASE,zovesti,31,,zovesti,1
DERIVATIVE,pozovesti,35,po,zovesti,
BASE,čuditi,31,,čuditi,1
DERIVATIVE,začuditi,5,za,čuditi,
BASE,izvestiti,30,,izvestiti,1
DERIVATIVE,proizvestiti,16,pro,izvestiti,
BASE,idati,30,,idati,1
DERIVATIVE,razidati,1,raz,idati,
BASE,polaziti,29,,polaziti,1
DERIVATIVE,raspolaziti,3,ras,polaziti,
BASE,obilaziti,28,,obilaziti,1
DERIVATIVE,zaobilaziti,13,za,obilaziti,
BASE,uočavati,28,,uočavati,1
DERIVATIVE,suočavati,365,s,uočavati,
BASE,rađati,28,,rađati,1
DERIVATIVE,porađati,2,po,rađati,
BASE,riješiti,28,,riješiti,1
DERIVATIVE,razriješiti,1,raz,riješiti,
BASE,komponovati,27,,komponovati,1
DERIVATIVE,prekomponovati,1,pre,komponovati,
BASE,ovladati,27,,ovladati,1
DERIVATIVE,preovladati,1,pre,ovladati,
BASE,dopunjivati,27,,dopunjivati,1
DERIVATIVE,nadopunjivati,7,na,dopunjivati,
BASE,okreniti,27,,okreniti,1
DERIVATIVE,preokreniti,4,pre,okreniti,
BASE,udati,27,,udati,1
DERIVATIVE,otudati,3,ot,udati,
BASE,kvalifikovati,27,,kvalifikovati,1
DERIVATIVE,okvalifikovati,1,o,kvalifikovati,
BASE,interesivati,26,,interesivati,1
DERIVATIVE,zainteresivati,12,za,interesivati,
BASE,skratiti,25,,skratiti,1
DERIVATIVE,uskratiti,24,u,skratiti,
BASE,vaniti,25,,vaniti,1
DERIVATIVE,svaniti,1,s,vaniti,
BASE,hati,24,,hati,1
DERIVATIVE,uhati,1,u,hati,
BASE,zimati,24,,zimati,1
DERIVATIVE,uzimati,173,u,zimati,
BASE,upiti,23,,upiti,1
DERIVATIVE,otupiti,1,ot,upiti,
BASE,veseti,23,,veseti,1
DERIVATIVE,naveseti,1,na,veseti,
BASE,teretiti,23,,teretiti,1
DERIVATIVE,rasteretiti,11,ras,teretiti,
BASE,padniti,23,,padniti,1
DERIVATIVE,napadniti,2,na,padniti,
BASE,vjerivati,22,,vjerivati,1
DERIVATIVE,povjerivati,1,po,vjerivati,
BASE,jamčiti,22,,jamčiti,1
DERIVATIVE,zajamčiti,4,za,jamčiti,
BASE,kružiti,21,,kružiti,1
DERIVATIVE,okružiti,1,o,kružiti,
BASE,skidati,21,,skidati,1
DERIVATIVE,poskidati,2,po,skidati,
BASE,uzmetiti,21,,uzmetiti,1
DERIVATIVE,zauzmetiti,2,za,uzmetiti,
BASE,trčiti,21,,trčiti,1
DERIVATIVE,potrčiti,1,po,trčiti,
BASE,užiti,20,,užiti,1
DERIVATIVE,pružiti,837,pr,užiti,
BASE,smetati,20,,smetati,1
DERIVATIVE,zasmetati,2,za,smetati,
BASE,diviti,19,,diviti,1
DERIVATIVE,zadiviti,7,za,diviti,
BASE,smisliti,19,,smisliti,1
DERIVATIVE,osmisliti,108,o,smisliti,
BASE,propasti,19,,propasti,1
DERIVATIVE,upropasti,1,u,propasti,
BASE,zvučati,19,,zvučati,1
DERIVATIVE,zazvučati,3,za,zvučati,
BASE,uzdržati,18,,uzdržati,1
DERIVATIVE,suzdržati,3,s,uzdržati,
BASE,savjetovati,18,,savjetovati,1
DERIVATIVE,posavjetovati,1,po,savjetovati,
BASE,sviti,18,,sviti,1
DERIVATIVE,posviti,19,po,sviti,
BASE,skraćivati,18,,skraćivati,1
DERIVATIVE,uskraćivati,12,u,skraćivati,
BASE,stremiti,17,,stremiti,1
DERIVATIVE,ustremiti,1,u,stremiti,
BASE,kriviti,17,,kriviti,1
DERIVATIVE,okriviti,9,o,kriviti,
BASE,prostiti,17,,prostiti,1
DERIVATIVE,oprostiti,20,o,prostiti,
BASE,razbijati,17,,razbijati,1
DERIVATIVE,porazbijati,1,po,razbijati,
BASE,overiti,17,,overiti,1
DERIVATIVE,nadoveriti,1,nad,overiti,
BASE,osvetljavati,16,,osvetljavati,1
DERIVATIVE,prosvetljavati,2,pr,osvetljavati,
BASE,medjati,16,,medjati,1
DERIVATIVE,smedjati,1,s,medjati,
BASE,oglašavati,16,,oglašavati,1
DERIVATIVE,proglašavati,15,pr,oglašavati,
BASE,tipkati,16,,tipkati,1
DERIVATIVE,utipkati,6,u,tipkati,
BASE,oživljavati,16,,oživljavati,1
DERIVATIVE,proživljavati,15,pr,oživljavati,
BASE,manipulisati,15,,manipulisati,1
DERIVATIVE,izmanipulisati,1,iz,manipulisati,
BASE,kasniti,15,,kasniti,1
DERIVATIVE,zakasniti,5,za,kasniti,
BASE,posjeti,15,,posjeti,1
DERIVATIVE,zaposjeti,1,za,posjeti,
BASE,vrijediti,15,,vrijediti,1
DERIVATIVE,povrijediti,3,po,vrijediti,
BASE,gajiti,15,,gajiti,1
DERIVATIVE,odgajiti,4,od,gajiti,
BASE,vežati,15,,vežati,1
DERIVATIVE,svežati,12,s,vežati,
BASE,povestiti,15,,povestiti,1
DERIVATIVE,pripovestiti,2,pri,povestiti,
BASE,remeti,15,,remeti,1
DERIVATIVE,poremeti,6,po,remeti,
BASE,ušiti,14,,ušiti,1
DERIVATIVE,sušiti,23,s,ušiti,
BASE,parirati,14,,parirati,1
DERIVATIVE,preparirati,1,pre,parirati,
BASE,sretiti,14,,sretiti,1
DERIVATIVE,susretiti,8,su,sretiti,
BASE,patiti,13,,patiti,1
DERIVATIVE,propatiti,6,pro,patiti,
BASE,traziti,13,,traziti,1
DERIVATIVE,zatraziti,2,za,traziti,
BASE,doniti,13,,doniti,1
DERIVATIVE,pridoniti,1,pri,doniti,
BASE,plemeniti,13,,plemeniti,1
DERIVATIVE,oplemeniti,10,o,plemeniti,
BASE,skladištiti,13,,skladištiti,1
DERIVATIVE,uskladištiti,3,u,skladištiti,
BASE,podjeti,13,,podjeti,1
DERIVATIVE,raspodjeti,7,ras,podjeti,
BASE,dopunjavati,13,,dopunjavati,1
DERIVATIVE,nadopunjavati,1,na,dopunjavati,
BASE,okupirati,13,,okupirati,1
DERIVATIVE,zaokupirati,1,za,okupirati,
BASE,vrteti,12,,vrteti,1
DERIVATIVE,zavrteti,2,za,vrteti,
BASE,pržiti,12,,pržiti,1
DERIVATIVE,propržiti,7,pro,pržiti,
BASE,istiniti,12,,istiniti,1
DERIVATIVE,obistiniti,2,ob,istiniti,
BASE,ustajati,12,,ustajati,1
DERIVATIVE,odustajati,41,od,ustajati,
BASE,nađiti,12,,nađiti,1
DERIVATIVE,pronađiti,55,pro,nađiti,
BASE,kaći,12,,kaći,1
DERIVATIVE,dokaći,1,do,kaći,
BASE,komplikovati,12,,komplikovati,1
DERIVATIVE,zakomplikovati,3,za,komplikovati,
BASE,ispitivati,11,,ispitivati,1
DERIVATIVE,preispitivati,18,pre,ispitivati,
BASE,koncentrisati,11,,koncentrisati,1
DERIVATIVE,skoncentrisati,1,s,koncentrisati,
BASE,mastiti,11,,mastiti,1
DERIVATIVE,omastiti,1,o,mastiti,
BASE,bolovati,11,,bolovati,1
DERIVATIVE,odbolovati,1,od,bolovati,
BASE,sabrati,11,,sabrati,1
DERIVATIVE,presabrati,1,pre,sabrati,
BASE,plačiti,11,,plačiti,1
DERIVATIVE,zaplačiti,1,za,plačiti,
BASE,okreneti,10,,okreneti,1
DERIVATIVE,preokreneti,5,pre,okreneti,
BASE,ocjenjivati,10,,ocjenjivati,1
DERIVATIVE,procjenjivati,9,pr,ocjenjivati,
BASE,ovati,10,,ovati,1
DERIVATIVE,naovati,10,na,ovati,
BASE,listiti,10,,listiti,1
DERIVATIVE,slistiti,1,s,listiti,
BASE,citati,10,,citati,1
DERIVATIVE,procitati,2,pro,citati,
BASE,cirkulisati,9,,cirkulisati,1
DERIVATIVE,procirkulisati,1,pro,cirkulisati,
BASE,balansirati,9,,balansirati,1
DERIVATIVE,izbalansirati,4,iz,balansirati,
BASE,smišljati,9,,smišljati,1
DERIVATIVE,osmišljati,4,o,smišljati,
BASE,gurnuti,9,,gurnuti,1
DERIVATIVE,odgurnuti,3,od,gurnuti,
BASE,umiriti,9,,umiriti,1
DERIVATIVE,izumiriti,1,iz,umiriti,
BASE,prostirati,9,,prostirati,1
DERIVATIVE,rasprostirati,4,ras,prostirati,
BASE,overavati,9,,overavati,1
DERIVATIVE,proveravati,64,pr,overavati,
BASE,žuriti,9,,žuriti,1
DERIVATIVE,požuriti,9,po,žuriti,
BASE,ispadati,9,,ispadati,1
DERIVATIVE,poispadati,1,po,ispadati,
BASE,poroditi,9,,poroditi,1
DERIVATIVE,preporoditi,3,pre,poroditi,
BASE,kuvajtiti,9,,kuvajtiti,1
DERIVATIVE,skuvajtiti,2,s,kuvajtiti,
BASE,voljeti,9,,voljeti,1
DERIVATIVE,zavoljeti,2,za,voljeti,
BASE,pomoć,9,,pomoć,1
DERIVATIVE,upomoć,1,u,pomoć,
BASE,nadjati,9,,nadjati,1
DERIVATIVE,pronadjati,11,pro,nadjati,
BASE,pešačiti,9,,pešačiti,1
DERIVATIVE,prepešačiti,1,pre,pešačiti,
BASE,pleniti,8,,pleniti,1
DERIVATIVE,zapleniti,2,za,pleniti,
BASE,iznaći,8,,iznaći,1
DERIVATIVE,priznaći,1,pr,iznaći,
BASE,krstariti,8,,krstariti,1
DERIVATIVE,prokrstariti,1,pro,krstariti,
BASE,prinositi,8,,prinositi,1
DERIVATIVE,doprinositi,534,do,prinositi,
BASE,dinstati,8,,dinstati,1
DERIVATIVE,prodinstati,1,pro,dinstati,
BASE,slivati,8,,slivati,1
DERIVATIVE,poslivati,3,po,slivati,
BASE,ljuljati,8,,ljuljati,1
DERIVATIVE,zaljuljati,1,za,ljuljati,
BASE,bujati,8,,bujati,1
DERIVATIVE,nabujati,3,na,bujati,
BASE,slutiti,8,,slutiti,1
DERIVATIVE,naslutiti,4,na,slutiti,
BASE,obući,8,,obući,1
DERIVATIVE,probući,1,pr,obući,
BASE,šaliti,8,,šaliti,1
DERIVATIVE,našaliti,2,na,šaliti,
BASE,sustaviti,8,,sustaviti,1
DERIVATIVE,zasustaviti,1,za,sustaviti,
BASE,ograditi,8,,ograditi,1
DERIVATIVE,nadograditi,33,nad,ograditi,
BASE,dirnuti,7,,dirnuti,1
DERIVATIVE,dodirnuti,24,do,dirnuti,
BASE,htiti,7,,htiti,1
DERIVATIVE,prohtiti,1,pro,htiti,
BASE,remetiti,7,,remetiti,1
DERIVATIVE,poremetiti,11,po,remetiti,
BASE,dejstvovati,7,,dejstvovati,1
DERIVATIVE,izdejstvovati,9,iz,dejstvovati,
BASE,znaciti,7,,znaciti,1
DERIVATIVE,oznaciti,1,o,znaciti,
BASE,gomilati,7,,gomilati,1
DERIVATIVE,nagomilati,3,na,gomilati,
BASE,buniti,7,,buniti,1
DERIVATIVE,pobuniti,11,po,buniti,
BASE,steti,7,,steti,1
DERIVATIVE,usteti,1,u,steti,
BASE,škoditi,7,,škoditi,1
DERIVATIVE,naškoditi,15,na,škoditi,
BASE,kiseti,7,,kiseti,1
DERIVATIVE,nakiseti,2,na,kiseti,
BASE,razumevati,7,,razumevati,1
DERIVATIVE,podrazumevati,605,pod,razumevati,
BASE,kladiti,7,,kladiti,1
DERIVATIVE,okladiti,2,o,kladiti,
BASE,sedneti,7,,sedneti,1
DERIVATIVE,odsedneti,1,od,sedneti,
BASE,svađati,7,,svađati,1
DERIVATIVE,posvađati,1,po,svađati,
BASE,zbuniti,6,,zbuniti,1
DERIVATIVE,uzbuniti,1,u,zbuniti,
BASE,orijentisati,6,,orijentisati,1
DERIVATIVE,preorijentisati,2,pre,orijentisati,
BASE,maziti,6,,maziti,1
DERIVATIVE,pomaziti,1,po,maziti,
BASE,pravdati,6,,pravdati,1
DERIVATIVE,opravdati,52,o,pravdati,
BASE,bližiti,6,,bližiti,1
DERIVATIVE,približiti,97,pri,bližiti,
BASE,nervirati,6,,nervirati,1
DERIVATIVE,iznervirati,2,iz,nervirati,
BASE,krvariti,6,,krvariti,1
DERIVATIVE,prokrvariti,1,pro,krvariti,
BASE,usmjeriti,6,,usmjeriti,1
DERIVATIVE,preusmjeriti,1,pre,usmjeriti,
BASE,zbivati,6,,zbivati,1
DERIVATIVE,suzbivati,1,su,zbivati,
BASE,slusati,6,,slusati,1
DERIVATIVE,poslusati,1,po,slusati,
BASE,priličiti,6,,priličiti,1
DERIVATIVE,upriličiti,8,u,priličiti,
BASE,masirati,6,,masirati,1
DERIVATIVE,umasirati,1,u,masirati,
BASE,recitovati,6,,recitovati,1
DERIVATIVE,izrecitovati,1,iz,recitovati,
BASE,provediti,6,,provediti,1
DERIVATIVE,sprovediti,1,s,provediti,
BASE,luditi,6,,luditi,1
DERIVATIVE,poluditi,2,po,luditi,
BASE,izići,6,,izići,1
DERIVATIVE,proizići,3,pro,izići,
BASE,kraditi,6,,kraditi,1
DERIVATIVE,ukraditi,13,u,kraditi,
BASE,besniti,6,,besniti,1
DERIVATIVE,razbesniti,1,raz,besniti,
BASE,zbiti,5,,zbiti,1
DERIVATIVE,suzbiti,10,su,zbiti,
BASE,hrabriti,5,,hrabriti,1
